Level,Series ref: CPIQ,Description,Quarter,Weight,Index number
Class,SE904201,Purchase of new housing,2009Q2,5.47,722.0447284
Class,SE904301,Property maintenance materials,2009Q2,0.69,838.3685801
Class,SE904302,Property maintenance services,2009Q2,1.97,792.2437673
Class,SE904401,Water supply,2009Q2,0.24,781.9843342
Class,SE904402,Refuse disposal and recycling,2009Q2,0.13,696.6632963
Class,SE904403,Local authority rates and payments,2009Q2,2.41,682.638106
Class,SE904501,Electricity,2009Q2,3.66,790.1315789
Class,SE904502,Gas,2009Q2,0.42,871.3692946
Class,SE904503,Solid fuels,2009Q2,0.12,788.8647867
Class,SE905101,Furniture and furnishings,2009Q2,1.45,1094.827586
Class,SE905102,Carpets and other floor coverings,2009Q2,0.48,869.3771626
Class,SE905200,Household textiles,2009Q2,0.44,990.2723735
Class,SE905301,Major household appliances,2009Q2,0.96,1099.344978
Class,SE905302,Small electrical household appliances,2009Q2,0.13,1232.205368
Class,SE905303,Repair and hire of household appliances,2009Q2,0.1,864.0776699
Class,SE905400,"Glassware, tableware, and household utensils",2009Q2,0.29,974.025974
Class,SE905501,Major tools and equipment for the house and garden,2009Q2,0.27,988.4341637
Class,SE905502,Small tools and accessories for the house and garden,2009Q2,0.3,1031.390135
Class,SE905601,Cleaning products and other household supplies,2009Q2,0.67,1102.972399
Class,SE905602,Other household services,2009Q2,0.22,789.7727273
Class,SE906101,Pharmaceutical products,2009Q2,0.62,859.8790323
Class,SE906102,Other medical products,2009Q2,0.03,912.2657581
Class,SE906103,Therapeutic appliances and equipment,2009Q2,0.34,977.5070291
Class,SE906201,Medical services,2009Q2,2,785.8231707
Class,SE906202,Dental services,2009Q2,0.96,777.7777778
Class,SE906203,Paramedical services,2009Q2,0.41,748.1146305
Class,SE906300,Hospital services,2009Q2,0.81,776.2557078
Class,SE907101,Purchase of new motor cars,2009Q2,1.47,1120.350109
Class,SE907102,Purchase of second-hand motor cars,2009Q2,2.35,891.5009042
Class,SE907103,Purchase of motorcycles,2009Q2,0.2,1087.141339
Class,SE907104,Purchase of bicycles,2009Q2,0.07,1344.785276
Class,SE907201,Vehicle parts and accessories,2009Q2,0.81,921.1746522
Class,SE907202,Petrol,2009Q2,4.46,854.4642857
Class,SE907203,Other vehicle fuels and lubricants,2009Q2,0.37,848.4231943
Class,SE907204,Vehicle servicing and repairs,2009Q2,1.4,843.7270726
Class,SE907205,Other private transport services,2009Q2,1.16,1232.690125
Class,SE907301,Rail passenger transport,2009Q2,0.08,760.3972688
Class,SE907302,Road passenger transport,2009Q2,0.43,829.674489
Class,SE907303,Domestic air transport,2009Q2,0.64,942.3076923
Class,SE907304,International air transport,2009Q2,1.3,970.3534778
Class,SE907305,Sea passenger transport,2009Q2,0.1,867.120954
Class,SE908100,Postal services,2009Q2,0.16,738.3798141
Class,SE908200,Telecommunication equipment,2009Q2,0.18,6726.190476
Class,SE908300,Telecommunication services,2009Q2,2.78,1332.010582
Class,SE909101,Audio-visual equipment,2009Q2,0.83,3777.777778
Class,SE909102,Computing equipment,2009Q2,0.42,2562.724014
Class,SE909103,Recording media,2009Q2,0.34,1278.735632
Class,SE909200,Major recreational and cultural equipment,2009Q2,0.39,917.4236168
Class,SE909301,"Games, toys, and hobbies",2009Q2,0.51,1285.31856
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2009Q2,0.45,1087.004405
Class,SE909303,"Plants, flowers, and gardening supplies",2009Q2,0.53,885.7602574
Class,SE909304,Pet-related products,2009Q2,0.63,850.852273
Class,SE909401,Recreational and sporting services,2009Q2,0.97,853.9923954
Class,SE909402,Cultural services,2009Q2,1.2,842.5391591
Class,SE909403,Veterinary services,2009Q2,0.23,811.9777159
Class,SE909501,Books,2009Q2,0.44,1036.783576
Class,SE909502,Newspapers and magazines,2009Q2,0.68,721.4241099
Class,SE909504,Stationery and drawing materials,2009Q2,0.31,933.0708661
Class,SE909600,Accommodation services,2009Q2,0.64,863.4185304
Class,SE909700,Package holidays,2009Q2,0.84,1003.968254
Class,SE910100,Early childhood education,2009Q2,0.25,767.7564825
Class,SE910200,Primary and secondary education,2009Q2,0.68,730.1782422
Class,SE910300,Tertiary and other post school education,2009Q2,0.86,728.2392027
Class,SE910400,Other education,2009Q2,0.04,634.3373494
Class,SE911101,Hairdressing and personal grooming services,2009Q2,0.76,832.111437
Class,SE911102,Electrical appliances for personal care,2009Q2,0.06,1069.248826
Class,SE911103,"Other appliances, articles, and products for personal care",2009Q2,1.55,1081.61157
Class,SE911301,Jewellery and watches,2009Q2,0.38,805.5727554
Class,SE911302,Other personal effects,2009Q2,0.12,1069.189189
Class,SE911401,Life insurance,2009Q2,0.86,954.3419875
Class,SE911402,Dwelling insurance,2009Q2,0.14,373.1170336
Class,SE911403,Contents insurance,2009Q2,0.24,747.9452055
Class,SE911404,Health insurance,2009Q2,0.25,572.624323
Class,SE911405,Vehicle insurance,2009Q2,0.42,934.9593496
Class,SE911501,Credit services,2009Q2,0.61,1074.193548
Class,SE911601,Vocational services,2009Q2,0.25,847.3167045
Class,SE911602,Professional services,2009Q2,0.24,657.9861111
Class,SE911603,Real estate services,2009Q2,1.02,676.3565891
Class,SE911604,Other miscellaneous services not elsewhere classified,2009Q2,0.31,866.8106551
All groups,SE9A,All groups CPI,2009Q3,100,893.1484502
Group,SE901,Food,2009Q3,18.88,924.0121581
Group,SE902,Alcoholic beverages and tobacco,2009Q3,6.92,707.1024513
Group,SE903,Clothing and footwear,2009Q3,4.42,1017.034068
Group,SE904,Housing and household utilities,2009Q3,22.82,794.4444444
Group,SE905,Household contents and services,2009Q3,5.23,1026.89243
Group,SE906,Health,2009Q3,5.18,812.5478194
Group,SE907,Transport,2009Q3,15.12,956.1157796
Group,SE908,Communication,2009Q3,3.08,1396.039604
Group,SE909,Recreation and culture,2009Q3,9.38,1058.761805
Group,SE910,Education,2009Q3,1.8,736.2560891
Group,SE911,Miscellaneous goods and services,2009Q3,7.17,858.7041374
Subgroup,SE9011,Fruit and vegetables,2009Q3,2.69,859.2010478
Subgroup,SE9012,"Meat, poultry, and fish",2009Q3,3.24,979.0372671
Subgroup,SE9013,Grocery food,2009Q3,7.18,968.6998395
Subgroup,SE9014,Non-alcoholic beverages,2009Q3,1.93,922.1183801
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2009Q3,3.83,857.3551263
Subgroup,SE9021,Alcoholic beverages,2009Q3,4.77,947.9429051
Subgroup,SE9022,Cigarettes and tobacco,2009Q3,2.15,408.8742208
Subgroup,SE9031,Clothing,2009Q3,3.61,1012.909633
Subgroup,SE9032,Footwear,2009Q3,0.81,1033.333333
Subgroup,SE9041,Actual rentals for housing,2009Q3,7.75,851.5007899
Subgroup,SE9042,Home ownership,2009Q3,5.41,722.6837061
Subgroup,SE9043,Property maintenance,2009Q3,2.62,796.6101695
Subgroup,SE9044,Property rates and related services,2009Q3,2.89,731.3602732
Subgroup,SE9045,Household energy,2009Q3,4.15,799.8674619
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2009Q3,1.87,1009.146341
Subgroup,SE9052,Household textiles,2009Q3,0.43,980.5447471
Subgroup,SE9053,Household appliances,2009Q3,1.17,1090.526316
Subgroup,SE9054,"Glassware, tableware, and household utensils",2009Q3,0.3,1011.988012
Subgroup,SE9055,Tools and equipment for house and garden,2009Q3,0.57,1015.151515
Subgroup,SE9056,Other household supplies and services,2009Q3,0.9,1032.850242
Subgroup,SE9061,"Medical products, appliances, and equipment",2009Q3,0.98,901.7681729
Subgroup,SE9062,Out-patient services,2009Q3,3.37,785.0877193
Subgroup,SE9063,Hospital services,2009Q3,0.83,808.8714938
Subgroup,SE9071,Purchase of vehicles,2009Q3,4.13,1003.90625
Subgroup,SE9072,Private transport supplies and services,2009Q3,8.32,928.6987522
Subgroup,SE9073,Passenger transport services,2009Q3,2.66,979.0419162
Subgroup,SE9081,Postal services,2009Q3,0.16,738.3798141
Subgroup,SE9082,Telecommunication equipment,2009Q3,0.18,6666.666667
Subgroup,SE9083,Telecommunication services,2009Q3,2.74,1330.687831
Subgroup,SE9091,Audio-visual and computing equipment,2009Q3,1.54,2622.95082
Subgroup,SE9092,Major recreational and cultural equipment,2009Q3,0.39,919.9009083
Subgroup,SE9093,Other recreational equipment and supplies,2009Q3,2.11,1000
Subgroup,SE9094,Recreational and cultural services,2009Q3,2.4,852.6398739
Subgroup,SE9095,"Newspapers, books, and stationery",2009Q3,1.44,870.6647399
Subgroup,SE9096,Accommodation services,2009Q3,0.63,853.8338658
Subgroup,SE9097,Package holidays,2009Q3,0.89,1073.412698
Subgroup,SE9101,Early childhood education,2009Q3,0.25,771.1386697
Subgroup,SE9102,Primary and secondary education,2009Q3,0.67,730.1782422
Subgroup,SE9103,Tertiary and other post school education,2009Q3,0.84,728.2392027
Subgroup,SE9104,Other education,2009Q3,0.04,634.3373494
Subgroup,SE9111,Personal care,2009Q3,2.34,991.6897507
Subgroup,SE9113,Personal effects,2009Q3,0.5,902.5641026
Subgroup,SE9114,Insurance,2009Q3,1.91,772.6648352
Subgroup,SE9115,Credit services,2009Q3,0.6,1074.193548
Subgroup,SE9116,Other miscellaneous services,2009Q3,1.82,750.850919
Class,SE901101,Fruit,2009Q3,1,852.6585522
Class,SE901102,Vegetables,2009Q3,1.69,864.0906063
Class,SE901201,Meat and poultry,2009Q3,2.78,996.0815047
Class,SE901202,Fish and other seafood,2009Q3,0.46,897.5903614
Class,SE901301,Bread and cereals,2009Q3,2.16,1070.219966
Class,SE901302,"Milk, cheese, and eggs",2009Q3,1.77,885.2080123
Class,SE901303,Oils and fats,2009Q3,0.3,872.1399731
Class,SE901304,Food additives and condiments,2009Q3,0.5,1036.256324
Class,SE901305,"Confectionery, nuts, and snacks",2009Q3,1.71,956.8
Class,SE901306,Other grocery food,2009Q3,0.74,942.7880741
Class,SE901401,"Coffee, tea, and other hot drinks",2009Q3,0.36,950.8196721
Class,SE901402,"Soft drinks, waters, and juices",2009Q3,1.57,916.6017147
Class,SE901501,Restaurant meals,2009Q3,1.54,851.5151515
Class,SE901502,Ready-to-eat food,2009Q3,2.29,860.380117
Class,SE902101,Beer,2009Q3,1.96,891.2037037
Class,SE902102,Wine,2009Q3,1.55,1049.227799
Class,SE902103,Spirits and liqueurs,2009Q3,1.25,922.0883534
Class,SE902200,Cigarettes and tobacco,2009Q3,2.15,408.8742208
Class,SE903102,Men's clothing,2009Q3,0.9,1077.087794
Class,SE903103,Women's clothing,2009Q3,1.85,999.015748
Class,SE903104,Children's and infants' clothing,2009Q3,0.56,1017.612524
Class,SE903105,Clothing accessories,2009Q3,0.13,1022.610483
Class,SE903106,Knitting and sewing supplies,2009Q3,0.07,932.7272727
Class,SE903107,Clothing services,2009Q3,0.09,793.0354796
Class,SE903202,Men's footwear,2009Q3,0.21,1112.845138
Class,SE903203,Women's footwear,2009Q3,0.5,1018.924303
Class,SE903204,Children's and infants' footwear,2009Q3,0.1,1024.096386
Class,SE904101,Actual rentals for housing,2009Q3,7.75,851.5007899
Class,SE904201,Purchase of new housing,2009Q3,5.41,722.6837061
Class,SE904301,Property maintenance materials,2009Q3,0.68,837.6132931
Class,SE904302,Property maintenance services,2009Q3,1.94,786.7036011
Class,SE904401,Water supply,2009Q3,0.25,812.6631854
Class,SE904402,Refuse disposal and recycling,2009Q3,0.13,726.4914055
Class,SE904403,Local authority rates and payments,2009Q3,2.51,720.9695603
Class,SE904501,Electricity,2009Q3,3.62,792.1052632
Class,SE904502,Gas,2009Q3,0.41,877.593361
Class,SE904503,Solid fuels,2009Q3,0.12,793.2031815
Class,SE905101,Furniture and furnishings,2009Q3,1.39,1062.5
Class,SE905102,Carpets and other floor coverings,2009Q3,0.48,880.6228374
Class,SE905200,Household textiles,2009Q3,0.43,980.5447471
Class,SE905301,Major household appliances,2009Q3,0.94,1093.886463
Class,SE905302,Small electrical household appliances,2009Q3,0.13,1243.873979
Class,SE905303,Repair and hire of household appliances,2009Q3,0.1,873.7864078
Class,SE905400,"Glassware, tableware, and household utensils",2009Q3,0.3,1011.988012
Class,SE905501,Major tools and equipment for the house and garden,2009Q3,0.27,987.544484
Class,SE905502,Small tools and accessories for the house and garden,2009Q3,0.3,1039.461883
Class,SE905601,Cleaning products and other household supplies,2009Q3,0.68,1130.573248
Class,SE905602,Other household services,2009Q3,0.21,787.6420455
Class,SE906101,Pharmaceutical products,2009Q3,0.62,863.9112903
Class,SE906102,Other medical products,2009Q3,0.03,919.9318569
Class,SE906103,Therapeutic appliances and equipment,2009Q3,0.34,977.5070291
Class,SE906201,Medical services,2009Q3,2,794.9695122
Class,SE906202,Dental services,2009Q3,0.97,789.6825397
Class,SE906203,Paramedical services,2009Q3,0.4,748.1146305
Class,SE906300,Hospital services,2009Q3,0.83,808.8714938
Class,SE907101,Purchase of new motor cars,2009Q3,1.47,1136.761488
Class,SE907102,Purchase of second-hand motor cars,2009Q3,2.39,919.5298373
Class,SE907103,Purchase of motorcycles,2009Q3,0.2,1100.956429
Class,SE907104,Purchase of bicycles,2009Q3,0.07,1320.245399
Class,SE907201,Vehicle parts and accessories,2009Q3,0.8,921.1746522
Class,SE907202,Petrol,2009Q3,4.49,872.3214286
Class,SE907203,Other vehicle fuels and lubricants,2009Q3,0.38,880.9766022
Class,SE907204,Vehicle servicing and repairs,2009Q3,1.39,848.8628026
Class,SE907205,Other private transport services,2009Q3,1.25,1349.602724
Class,SE907301,Rail passenger transport,2009Q3,0.08,760.3972688
Class,SE907302,Road passenger transport,2009Q3,0.43,846.328539
Class,SE907303,Domestic air transport,2009Q3,0.63,934.6153846
Class,SE907304,International air transport,2009Q3,1.43,1077.537058
Class,SE907305,Sea passenger transport,2009Q3,0.09,825.3833049
Class,SE908100,Postal services,2009Q3,0.16,738.3798141
Class,SE908200,Telecommunication equipment,2009Q3,0.18,6666.666667
Class,SE908300,Telecommunication services,2009Q3,2.74,1330.687831
Class,SE909101,Audio-visual equipment,2009Q3,0.81,3694.444444
Class,SE909102,Computing equipment,2009Q3,0.4,2473.11828
Class,SE909103,Recording media,2009Q3,0.33,1255.747126
Class,SE909200,Major recreational and cultural equipment,2009Q3,0.39,919.9009083
Class,SE909301,"Games, toys, and hobbies",2009Q3,0.5,1283.933518
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2009Q3,0.44,1089.207048
Class,SE909303,"Plants, flowers, and gardening supplies",2009Q3,0.53,902.6548673
Class,SE909304,Pet-related products,2009Q3,0.63,860.085227
Class,SE909401,Recreational and sporting services,2009Q3,0.96,857.0342205
Class,SE909402,Cultural services,2009Q3,1.21,858.202803
Class,SE909403,Veterinary services,2009Q3,0.23,816.8523677
Class,SE909501,Books,2009Q3,0.45,1074.422583
Class,SE909502,Newspapers and magazines,2009Q3,0.68,732.0424735
Class,SE909504,Stationery and drawing materials,2009Q3,0.31,950.3937008
Class,SE909600,Accommodation services,2009Q3,0.63,853.8338658
Class,SE909700,Package holidays,2009Q3,0.89,1073.412698
Class,SE910100,Early childhood education,2009Q3,0.25,771.1386697
Class,SE910200,Primary and secondary education,2009Q3,0.67,730.1782422
Class,SE910300,Tertiary and other post school education,2009Q3,0.84,728.2392027
Class,SE910400,Other education,2009Q3,0.04,634.3373494
Class,SE911101,Hairdressing and personal grooming services,2009Q3,0.75,840.9090909
Class,SE911102,Electrical appliances for personal care,2009Q3,0.06,1092.723005
Class,SE911103,"Other appliances, articles, and products for personal care",2009Q3,1.53,1077.479339
Class,SE911301,Jewellery and watches,2009Q3,0.39,832.1981424
Class,SE911302,Other personal effects,2009Q3,0.12,1094.054054
Class,SE911401,Life insurance,2009Q3,0.85,954.3419875
Class,SE911402,Dwelling insurance,2009Q3,0.14,391.9466976
Class,SE911403,Contents insurance,2009Q3,0.24,756.8493151
Class,SE911404,Health insurance,2009Q3,0.25,580.9945839
Class,SE911405,Vehicle insurance,2009Q3,0.41,928.4552846
Class,SE911501,Credit services,2009Q3,0.6,1074.193548
Class,SE911601,Vocational services,2009Q3,0.25,855.6311413
Class,SE911602,Professional services,2009Q3,0.24,663.1944444
Class,SE911603,Real estate services,2009Q3,1.02,686.0465116
Class,SE911604,Other miscellaneous services not elsewhere classified,2009Q3,0.31,874.7300216
All groups,SE9A,All groups CPI,2009Q4,100,891.5171289
Group,SE901,Food,2009Q4,18.45,901.9756839
Group,SE902,Alcoholic beverages and tobacco,2009Q4,6.87,700.1885607
Group,SE903,Clothing and footwear,2009Q4,4.5,1035.07014
Group,SE904,Housing and household utilities,2009Q4,22.9,795.8333333
Group,SE905,Household contents and services,2009Q4,5.23,1025.896414
Group,SE906,Health,2009Q4,5.22,817.1384851
Group,SE907,Transport,2009Q4,15.35,970.1213819
Group,SE908,Communication,2009Q4,3.06,1387.553041
Group,SE909,Recreation and culture,2009Q4,9.43,1062.959077
Group,SE910,Education,2009Q4,1.8,736.2560891
Group,SE911,Miscellaneous goods and services,2009Q4,7.19,859.4847775
Subgroup,SE9011,Fruit and vegetables,2009Q4,2.38,757.6948265
Subgroup,SE9012,"Meat, poultry, and fish",2009Q4,3.16,954.1925466
Subgroup,SE9013,Grocery food,2009Q4,7.12,959.0690209
Subgroup,SE9014,Non-alcoholic beverages,2009Q4,1.94,924.4548287
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2009Q4,3.85,860.3268945
Subgroup,SE9021,Alcoholic beverages,2009Q4,4.72,936.1880772
Subgroup,SE9022,Cigarettes and tobacco,2009Q4,2.15,408.1408141
Subgroup,SE9031,Clothing,2009Q4,3.7,1034.756703
Subgroup,SE9032,Footwear,2009Q4,0.8,1031.25
Subgroup,SE9041,Actual rentals for housing,2009Q4,7.78,853.8704581
Subgroup,SE9042,Home ownership,2009Q4,5.44,725.8785942
Subgroup,SE9043,Property maintenance,2009Q4,2.62,796.6101695
Subgroup,SE9044,Property rates and related services,2009Q4,2.9,733.0677291
Subgroup,SE9045,Household energy,2009Q4,4.15,798.5420808
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2009Q4,1.89,1019.308943
Subgroup,SE9052,Household textiles,2009Q4,0.44,989.2996109
Subgroup,SE9053,Household appliances,2009Q4,1.18,1096.842105
Subgroup,SE9054,"Glassware, tableware, and household utensils",2009Q4,0.29,969.030969
Subgroup,SE9055,Tools and equipment for house and garden,2009Q4,0.56,1002.673797
Subgroup,SE9056,Other household supplies and services,2009Q4,0.88,1011.594203
Subgroup,SE9061,"Medical products, appliances, and equipment",2009Q4,0.99,906.6797642
Subgroup,SE9062,Out-patient services,2009Q4,3.39,789.4736842
Subgroup,SE9063,Hospital services,2009Q4,0.84,814.7423353
Subgroup,SE9071,Purchase of vehicles,2009Q4,4.18,1013.671875
Subgroup,SE9072,Private transport supplies and services,2009Q4,8.3,926.0249554
